;**************************************************************
; Registers.dat		table of registers for the Dis++ library
;	
; The columns are:
; register name, disassembler class, register encoding
; encoding (binary and hex formats)
;**************************************************************

; General-purpose registers (32-bit) 
vbar_el2				SysReg				0xe600
vbar_el3				SysReg				0xf600
vdisr_el2				SysReg				0xe609
vmpidr_el2				SysReg				0xe005
vncr_el2				SysReg				0xe110
vpidr_el2				SysReg				0xe000
vsesr_el2				SysReg				0xe293
vstcr_el2				SysReg				0xe132
vsttbr_el2				SysReg				0xe130
vtcr_el2				SysReg				0xe10a
vttbr_el2				SysReg				0xe108
amevcntr00_el0			SysReg				0xdea0
amevcntr01_el0			SysReg				0xdea1
amevcntr02_el0			SysReg				0xdea2
amevcntr03_el0			SysReg				0xdea3
amevcntr04_el0			SysReg				0xdea4
amevcntr05_el0			SysReg				0xdea5
amevcntr06_el0			SysReg				0xdea6
amevcntr07_el0			SysReg				0xdea7
amevcntr08_el0			SysReg				0xdea8
amevcntr09_el0			SysReg				0xdea9
amevcntr010_el0			SysReg				0xdeaa
amevcntr011_el0			SysReg				0xdeab
amevcntr012_el0			SysReg				0xdeac
amevcntr013_el0			SysReg				0xdead
amevcntr014_el0			SysReg				0xdeae
amevcntr015_el0			SysReg				0xdeaf
amevcntr10_el0			SysReg				0xdee0
amevcntr11_el0			SysReg				0xdee1
amevcntr12_el0			SysReg				0xdee2
amevcntr13_el0			SysReg				0xdee3
amevcntr14_el0			SysReg				0xdee4
amevcntr15_el0			SysReg				0xdee5
amevcntr16_el0			SysReg				0xdee6
mevcntr17_el0			SysReg				0xdee7
amevcntr18_el0			SysReg				0xdee8
amevcntr19_el0			SysReg				0xdee9
amevcntr110_el0			SysReg				0xdeea
amevcntr111_el0			SysReg				0xdeeb
amevcntr112_el0			SysReg				0xdeec
amevcntr113_el0			SysReg				0xdeed
amevcntr114_el0			SysReg				0xdeee
amevcntr115_el0			SysReg				0xdeef
amevtyper00_el0			SysReg				0xdeb0
amevtyper01_el0			SysReg				0xdeb1
amevtyper02_el0			SysReg				0xdeb2
amevtyper03_el0			SysReg				0xdeb3
amevtyper04_el0			SysReg				0xdeb4
amevtyper05_el0			SysReg				0xdeb5
amevtyper06_el0			SysReg				0xdeb6
amevtyper07_el0			SysReg				0xdeb7
amevtyper08_el0			SysReg				0xdeb8
amevtyper09_el0			SysReg				0xdeb9
amevtyper010_el0		SysReg				0xdeba
amevtyper011_el0		SysReg				0xdebb
amevtyper012_el0		SysReg				0xdebc
amevtyper013_el0		SysReg				0xdebd
amevtyper014_el0		SysReg				0xdebe
amevtyper015_el0		SysReg				0xdebf
amevtyper10_el0			SysReg				0xdef0
amevtyper11_el0			SysReg				0xdef1
amevtyper12_el0			SysReg				0xdef2
amevtyper13_el0			SysReg				0xdef3
amevtyper14_el0			SysReg				0xdef4
amevtyper15_el0			SysReg				0xdef5
amevtyper16_el0			SysReg				0xdef6
amevtyper17_el0			SysReg				0xdef7
amevtyper18_el0			SysReg				0xdef8
amevtyper19_el0			SysReg				0xdef9
amevtyper110_el0		SysReg				0xdefa
amevtyper111_el0		SysReg				0xdefb
amevtyper112_el0		SysReg				0xdefc
amevtyper113_el0		SysReg				0xdefd
amevtyper114_el0		SysReg				0xdefe
amevtyper115_el0		SysReg				0xdeff
dbgbcr0_el1				SysReg				0x8005
dbgbcr1_el1				SysReg				0x800d
dbgbcr2_el1				SysReg				0x8015
dbgbcr3_el1				SysReg				0x801d
dbgbcr4_el1				SysReg				0x8025
dbgbcr5_el1				SysReg				0x802d
dbgbcr6_el1				SysReg				0x8035
dbgbcr7_el1				SysReg				0x803d
dbgbcr8_el1				SysReg				0x8045
dbgbcr9_el1				SysReg				0x804d
dbgbcr10_el1			SysReg				0x8055
dbgbcr11_el1			SysReg				0x805d
dbgbcr12_el1			SysReg				0x8065
dbgbcr13_el1			SysReg				0x806d
dbgbcr14_el1			SysReg				0x8075
dbgbcr15_el1			SysReg				0x807d
dbgbvr0_el1				SysReg				0x8004
dbgbvr1_el1				SysReg				0x800c
dbgbvr2_el1				SysReg				0x8014
dbgbvr3_el1				SysReg				0x801c
dbgbvr4_el1				SysReg				0x8024
dbgbvr5_el1				SysReg				0x802c
dbgbvr6_el1				SysReg				0x8034
dbgbvr7_el1				SysReg				0x803c
dbgbvr8_el1				SysReg				0x8044
dbgbvr9_el1				SysReg				0x804c
dbgbvr10_el1			SysReg				0x8054
dbgbvr11_el1			SysReg				0x805c
dbgbvr12_el1			SysReg				0x8064
dbgbvr13_el1			SysReg				0x806c
dbgbvr14_el1			SysReg				0x8074
dbgbvr15_el1			SysReg				0x807c
dbgwcr0_el1				SysReg				0x8007
dbgwcr1_el1				SysReg				0x800f
dbgwcr2_el1				SysReg				0x8017
dbgwcr3_el1				SysReg				0x801f
dbgwcr4_el1				SysReg				0x8027
dbgwcr5_el1				SysReg				0x802f
dbgwcr6_el1				SysReg				0x8037
dbgwcr7_el1				SysReg				0x803f
dbgwcr8_el1				SysReg				0x8047
dbgwcr9_el1				SysReg				0x804f
dbgwcr10_el1			SysReg				0x8057
dbgwcr11_el1			SysReg				0x805f
dbgwcr12_el1			SysReg				0x8067
dbgwcr13_el1			SysReg				0x806f
dbgwcr14_el1			SysReg				0x8077
dbgwcr15_el1			SysReg				0x807f
dbgwvr0_el1				SysReg				0x8006
dbgwvr1_el1				SysReg				0x800e
dbgwvr2_el1				SysReg				0x8016
dbgwvr3_el1				SysReg				0x801e
dbgwvr4_el1				SysReg				0x8026
dbgwvr5_el1				SysReg				0x802e
dbgwvr6_el1				SysReg				0x8036
dbgwvr7_el1				SysReg				0x803e
dbgwvr8_el1				SysReg				0x8046
dbgwvr9_el1				SysReg				0x804e
dbgwvr10_el1			SysReg				0x8056
dbgwvr11_el1			SysReg				0x805e
dbgwvr12_el1			SysReg				0x8066
dbgwvr13_el1			SysReg				0x806e
dbgwvr14_el1			SysReg				0x8076
dbgwvr15_el1			SysReg				0x807e
pmevcntr0_el0			SysReg				0xdf40
pmevcntr1_el0			SysReg				0xdf41
pmevcntr2_el0			SysReg				0xdf42
pmevcntr3_el0			SysReg				0xdf43
pmevcntr4_el0			SysReg				0xdf44
pmevcntr5_el0			SysReg				0xdf45
pmevcntr6_el0			SysReg				0xdf46
pmevcntr7_el0			SysReg				0xdf47
pmevcntr8_el0			SysReg				0xdf48
pmevcntr9_el0			SysReg				0xdf49
pmevcntr10_el0			SysReg				0xdf4a
pmevcntr11_el0			SysReg				0xdf4b
pmevcntr12_el0			SysReg				0xdf4c
pmevcntr13_el0			SysReg				0xdf4d
pmevcntr14_el0			SysReg				0xdf4e
pmevcntr15_el0			SysReg				0xdf4f
pmevcntr16_el0			SysReg				0xdf50
pmevcntr17_el0			SysReg				0xdf51
pmevcntr18_el0			SysReg				0xdf52
pmevcntr19_el0			SysReg				0xdf53
pmevcntr20_el0			SysReg				0xdf54
pmevcntr21_el0			SysReg				0xdf55
pmevcntr22_el0			SysReg				0xdf56
pmevcntr23_el0			SysReg				0xdf57
pmevcntr24_el0			SysReg				0xdf58
pmevcntr25_el0			SysReg				0xdf59
pmevcntr26_el0			SysReg				0xdf5a
pmevcntr27_el0			SysReg				0xdf5b
pmevcntr28_el0			SysReg				0xdf5c
pmevcntr29_el0			SysReg				0xdf5d
pmevcntr30_el0			SysReg				0xdf5e
pmevcntr31_el0			SysReg				0xdf5f
